"cluster_id","cluster_x","cluster_y","hashtags_text","hashtags_lang","hashtags_freq"
109,17.776644,59.9583985,"<U+0626><U+06CE><U+0648><U+0627><U+0631><U+06D5><U+06CC><U+06D5><U+06A9> <U+0648><U+0626><U+06D5><U+06AF><U+06D5><U+0631> <U+0648><U+062A><U+06CC> <U+0686><U+0648><U+0646><U+06A9><U+06D5> arnlundsskrädderi autumn autumnleaves aw17 ball bluelivesmatter byrå careerarc chestofdrawers clown conte derartutulu edinsweden emenalo endomondo endorphins fakefancy fun gottsundakyrkan gottsundasoulchildren hiring hiring hmssverige höst hudmun inter job job jobs kanot kdting kdting kdu17 kduvinner kurbogård manu manufacturing migpol napoli ordningsvakt party pharmaceutical pl pretty saturday security securityofficer skyttorp spegel ssmbk strindberg sunset svfm svpol teater thinblueline tplf uniform uppsala uppsala","ckb ckb ckb ckb sv sv sv sv en sv sv en sv sv en en en en en en en sv en en en sv sv sv en sv en sv en sv eu sv sv sv sv en en sv sv sv sv en en sv sv sv sv sv sv sv sv sv sv eu sv sv en sv en sv","1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 2 2 1 3 3 1 1 2 2 2 1 1 2 1 1 2 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 3 2"
110,18.9564565,59.1866635,"chihuahua dog doggo f18 family halloween hiq hiqinternat love makeup nofilter sandhamn stockholm","en en en sv en en sv sv en en sv fr fr","1 1 1 2 1 1 2 2 1 1 1 1 1"
111,16.669393,57.8294575,NA,NA,NA
112,14.8548775,56.918339,NA,NA,NA
113,14.2689575,60.460521,NA,NA,NA
114,14.7512865,68.60651663,NA,NA,NA
115,9.724856875,63.46870844,NA,NA,NA
116,6.731814462,62.5395995,"2pl aafk arendelle ateam cfc clubberlang dnvii fpl frozen geiranger hake norway redningsskøyta rocky sammenforsunnmøre watford","no no en und en und no no en en en en no und no en","1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1"
117,5.871585944,62.25901078,"autumn colors geometry onthewalk walking","en en en en en","1 1 1 1 1"
118,10.88839698,59.88667906,"<U+0431><U+0430><U+043D><U+0434><U+0430>_custom_wear <U+0432><U+0435><U+0441><U+0435><U+043B><U+043E> <U+043A><U+0430><U+0437><U+0430><U+043D><U+044C> <U+0440><U+0443><U+0431><U+0438><U+043D><U+0434><U+0438><U+043D><U+0430><U+043C><U+043E> <U+0440><U+0444><U+043F><U+043B> <U+51FA><U+9580><U+524D><U+53C8><U+5657><U+4E86><U+4E00><U+6B21> <U+5317><U+6B50><U+5C0B><U+6839><U+5657><U+5657><U+4E4B><U+65C5><U+7D50><U+675F> <U+8170><U+90FD><U+7626><U+4E00><U+5708><U+4E86> 16oct17 2pl aafk adventure ægir affordable agriculture ahmadis akershus aldubxebloveis annerledes ansible arrangement art artist artist artwork askeladden author autumn autumn aws babyshower bachata bakerycafe bandedessinée bb11 bcfc beard beautiful beautiful beerisculture beerweekend berlinradio betting bifeiyu birthday birthdaybreakfast blackcoffee blitz bluesky bobcuthairstyle book bravo businessmgmt cake cakeoslo canon careerarc carlorovelli cartoon cat catalonia cerealnewyork chaskoradarvesh chèvre circulareconomy citybreak climate colours cougar craftbeer craftbeer curves curvygirl curvywomen dancingdays dansdansdans dapperoslo datakriminalitet delljobs democracy devops dhruvnarang donaldtrump donation drawing drøbak dronningsonjakunststall efc eidsvoll eidsvollbibliotek elinophus england est19xx estforlife european eurosportnorge evolutionaryleadership eyerackets fakkeltogmotpels fall fall family fbu feelalive festarserbia fitline følgefeil food fornebu fotball fotograf fridaynight friends fromageriestnicolas fujifilmxt2 gaffa_no geddiddaekki glass globalcareer globalgoals glutenfree godmorgennorge godmorgennorge googles gøy gøy graabeinskjegg guidelines gull haironfire halloween hangon heartofglass hegelin hellyhansen helpme henieonstadartcentre hinakhan hipster hiring høstfarger houseofcards houseofnerds htfc huddersfieldtown hudmun humanrights hywind iceland imponere indre_ro inspireawriterin5words inspired ipa iphone7plus irinafox irinafox irinafox irrriternde itstheweekend job jwst kake kampenfortilværelsen kårekivijärvi katalonia kbk kjole klarforshow kleinconstantia knutandrevikshåland kos kunstigintelligens kunststallen leadership leaves leedsunited lillestrømkino livegig livet livetpåsidelinja løkka lookingood love lowlights lufc lufc lyn lynforedrag lysaker mansoor mansoorelahi mariobros me mgk microinvesrments mikavainio moonopera mot mufc myvuelingcity nature nature nature naturephotography newhair newwave newyork niece nittedal norse norsktippingligaen norueganopara norway norway norway norway norway norway norway notofur nrkstjernekamp obamacoverup oddsennu oilinyourbeard øl operahouse opheliaellinor optimism ordbøying ordinarytime oslo oslo oslo oslo oslo oslo oslo oslocustomcakes oslofest oslospektrum oslove østkant ottoscharmer pabbatwitter paddling painting pakistan pålagmedfremtiden passport peace personvern photo photo photography photography photooftheday pizcoteket plutseligbarneteater pminternational pmpower postnordligaen pretending princess prinsesse process productivity profitable psalm puertorico puretalent purple quantum queenmaud rayne rebirthoftheprincess recovery red redistribution refugees retro roadtorussia romandemidov romandemidov romandemidov rose ruval samcro sampdoria sandhir sapnashinde sas saturday scales scandinavia sdg shilpashinde shopping show siri skål skalvidanse skam snapseed spania spiritual squad statskuppet stemvenstre sunrise sunset svindeljegerne sykkel takemeaway talentmigration teameye teknologi tg954 thåström thåström thedubliner theloveofmylife theslineshoes theveggieproject tippekampen tipping tonycruise torshov travel travel travels trees trees trip trudeau trump tv2 tv2 tv2pl ugh ulab us vakkert vasco vascor venstrelk viajeg video viffotball vigeland villanden vintage vrnjackabanja wanderlust water wedding weekend wf878 whitenoise wild wineoclock wisdomoslo worldcup2018 worldtour writer xf18 yabinwang yupiamthatgirl zes zeslife zesmonika","uk uk ru ru ru ja ja ja no da da no en en en en en en no en no und en und en no und en et en en bg en en en en en en no no no en no en en en en no en en und no en en en et en en en in no nl en no und no en en in en no in in in en en no no en en en en en und en en no en no no sv en en en en da en en no en et en cs no en sv no und cs no no en en no no no is no en en en cs no en en no en und no en in en no sv no und no en en en no en en en en da en en en no en en en no no bg ru und no en en en en no no no da en en no en no no no en et en no cs no no no en en en en no no no no en en en en en en en en en no es en et no no en en nl en en en no es bg en et ja no ru und no no en no en no en en en no en bg en es ja no ru und en no no en no en is no en en no en en no en no en no no no no sv sv no und en en en en en en en en en en no en en und en und en no en bg ru und en en und und en en en en en und en en en en en no en en no no en en no no en en no no und en en no no cs no en en en en da no no en en no en en et und en en da en no und en en en und und no es en no no en no en en en und in en no en und en en no und no en en en en en","1 1 1 3 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 4 1 1 6 3 1 2 1 1 1 1 1 1 1 1 1 1 1 8 1 1 5 3 2 1 1 1 1 1 1 1 1 1 2 1 1 1 1 2 2 2 1 1 1 1 1 1 7 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 7 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1"
119,10.14462848,59.51214624,"5thinarow 600film analogphotography basar2017 bigtit breddefotball courtesan cowgirl daniel det disco doctorslife endomondo endorphins entrepreneur er fotballerbestpåstadion herlig hytteplanmila istillshootfilm joik julemarked kikgirl lol mintcamera movement4flourishing nordicqueen nrk nrk nrk pbhunting polaroid polaroidorignls posse rsd6 running sånn skypeme slr670s startups stevejobs stjernekamp stjernekamp stjernekamp sx70 tjeideng triathlon triatlonnorge trilife tromsøløpeklubb utah vipps webcamchat","fi en en no en no en en en no da en en en en no no no fi en no no en en en en ro da eu no fi en en ro en fi no en en en en da eu no en fi en en en fi en no en","1 1 1 1 1 1 1 1 1 1 1 1 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1"
120,10.81754817,59.21225983,"bowling dogsofinstagram mypop norway pop popdeluxe popup2 sarpsborg saturday strike walkthedog xenon","pt no no pt no no no pt pt pt no no","1 1 1 1 1 1 1 1 1 1 1 1"
121,10.41285481,61.01782119,"lampao otd2017 panathinaikos vr","el en el en","1 1 1 1"
122,5.1585125,60.53833909,"2svd 33rpm afternoontea amanecer apescorrupcion art autumn autumncolors autumnlove bedresammen bergen bergen bergen blandakororama bluesky businesstrip cajademusica citylife cityscape clasicalmusic color conservation daggry defiendenlorobado doesitfart edvardgrieg endeligfredåfå endomondo endorphins flysas graciasrobolucion høst huddersfieldtown johngreen johngreenbooks liafjellet manunited mmatippekonkurransen2017 mono mortenabel mt musicbox newcry nicky norway norway norwaylife norwaypic nowspinning nufc nygårdsparken otoño protestmedykow protestrezydentow sinvergüenzasdemierda skalvidanse steinwayandsonspiano strummersclimbingbuddies taxidermy tea tetzoocon thekinks thetravelingwilburys thewhitebuffalo travelphotography tree_magic turtlesallthewaydown ufcgadnsk utpåturaldrisur varegg vinyl vinyloftheday visitbergen visitnorway vpbmedia wallart wallpaint weekrecap","da en no no und en no no no sv en es no sv no de es en en es en en no pt en es da en en da und no en no no no en und en da no es no no es no de de en no no no pl pl pt da sv no en no en en en en de no no und no sv en en no no no en en de","1 3 1 1 1 1 2 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1"
123,9.16359175,60.92868367,"endomondo endorphins","en en","1 1"
124,10.62993906,63.97116706,NA,NA,NA
125,8.292863875,60.630435,NA,NA,NA
126,8.134198208,58.39413229,"2fpl 2fpl bk boatarde elcurero esnball fpl fpl guitarsolo håndverkeren hejka helloitsme jestem kristiansand obosligaen oldisgraca rockconcert ukeleleflow","in no pt pt da no in no da da und und und da no pt da pt","1 1 1 1 1 2 1 1 1 1 1 1 1 1 2 1 1 1"
127,11.51975907,60.85395864,"2pl acoustic chickpeas cordoba guitar hammer høst hummus lindelof løten slegge songwriter soundcloud spreading surfacepro3 vegan vegan4ever veganfood","no en en en en en en en no en en en en en en en en en","1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1"
128,7.674296833,61.27728433,"artist closeyoureyes dancejudge etching havefaith lovemyjob macandtinus macandtinus magic marcusandmartinus marcusandmartinus myart norge norway norway originalart roadtrip stryn westfaliaexclusive","en en en en en en en ja en en ja en ja en ja en en en en","1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1"
129,11.563961,59.44958893,NA,NA,NA
130,7.316338167,58.392349,NA,NA,NA
131,11.97512975,60.27620933,NA,NA,NA
132,12.3426132,65.8296867,NA,NA,NA
133,23.202575,70.0481815,"alta artrupestredalta aurora blacksheep chill datingsites finnmark finnmark hiking kiksex livesexcam locals mississippi northernlights photo sheep submassive sunshine swinging textchat travel travel unesco","en it da en en en da en en en en en en da en en en en en en da en it","1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1"
134,10.74110867,62.27602767,NA,NA,NA
135,15.724821,68.73068288,"finefarger gopro høst nordland sortland visitnorway visitvesteralen yrbilder","und und und und und und und und","1 1 1 1 1 1 1 1"
136,5.086237333,61.38162625,"amigo blånipa1021 hovlandstøylen nipevatnet","no no no no","1 1 1 1"
137,8.3145834,63.2580517,NA,NA,NA
138,7.0733789,60.5201917,"aurlandsfjord autumn eidfjord fall fjordnorway flåm flåm inhabitants landscape landscapephotography norge norge norway norway norwegian reisen reisenistleben sau sheep sheepsmeadow travel waterfall","en und en und und en und en und und en und en und en en en en en en en und","1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1"
139,7.5410824,62.97242,"feminism haust høst hurtigruten msfinnmarken nofilter norway utno utpåtur","en no no en en no en no no","1 1 1 1 1 1 1 1 1"
140,9.168743318,59.03714086,"boxing endomondo endorphins ff followback instafollow instagood itwas kevinmelhus love skien tagforlikes thisismyhouse","no en en vi vi vi vi no no vi no vi no","2 1 1 1 1 1 1 1 1 1 1 1 2"
141,5.431209133,59.4458112,"autumn beautiful careerarc hiring job nedstrand technician usgp viaplay viasat vilbyttetilsvenske","und und en en en und en no no no no","1 1 1 1 1 1 1 1 1 1 1"
142,29.9015755,70.35898625,NA,NA,NA
143,6.110654571,61.44201386,"hudmun hudmun lp lpheaven sportpremium sumo sumo tv2","da no da da no da no da","1 1 1 1 1 1 1 1"
144,16.93245325,68.54990838,NA,NA,NA
145,19.1753825,68.98358017,NA,NA,NA
146,9.751645,59.1060115,"alfaromeo autostrada av brevikvts clop coral hortenpilot lophelia lpgofficer mob mynewcar stelvio worldsfastestsuv","en en en en en en en en en en en en en","7 1 1 1 1 1 1 1 1 1 7 7 5"
147,14.513526,66.6658455,NA,NA,NA
148,17.55668425,68.98949125,NA,NA,NA
149,29.065419,70.7061425,NA,NA,NA
150,12.08318988,65.02622588,NA,NA,NA
151,16.44303417,68.84097833,"gspc streetlook streetphotografy streetsnap streetsphoto streetstyle","und und und und und und","1 1 1 1 1 1"
152,6.323598273,58.74234891,"fn ikstart kristiansand mtb obosligaen offroadfinnmark un","no nl nl no nl no no","1 1 1 1 1 1 1"
153,13.70982383,67.15243767,"bananafingers qwerty spellingsucks","sv sv sv","1 1 1"
154,5.6686701,58.7846665,"amunt autumn autumncolours bollywood brygghusetfarsund careerarc chenews craftbeer dangal engineering girlpower hiring job komrade nærbø norway ølfestival ølfestival2017 passiondrop s92 sar sikorsky skilledtrade stargazer stavanger stavanger stavangercity stavangersentrum tananger visitnorway whatsbrewing2017","en no no en no en en en en en en en en en no en no no en en en en en en en no no no en en en","1 1 1 1 1 1 1 1 1 1 1 2 2 1 1 1 1 1 1 2 1 2 1 1 4 1 1 1 1 1 1"
155,7.31649,59.298271,NA,NA,NA
156,9.70977875,62.39279575,NA,NA,NA
157,5.23589225,62.03245925,NA,NA,NA
158,11.9045595,61.974533,NA,NA,NA
159,6.011703143,60.23201579,NA,NA,NA
160,9.492466,60.21608692,NA,NA,NA
161,6.7305145,58.1213525,NA,NA,NA
162,15.68520783,67.2118155,"ahikeaday earth_escape exploremore nomad outsideisfree thegreatoutdoors","es es es es es es","1 1 1 1 1 1"
163,12.96105033,67.88938333,"kvalvika landscapesofnorway lofotensecret visitnorway","en en en en","1 1 1 1"
164,11.35037233,64.50035483,"chillout elgjakt hunting iamready namdalseid tikka tikkarifle","und und und und und und und","1 1 1 1 1 1 1"
165,10.883126,64.864978,NA,NA,NA
166,8.6837998,59.6684197,"endomondo endorphins","en en","1 1"
167,11.390126,65.153664,NA,NA,NA
168,8.8933055,63.9260945,NA,NA,NA
169,11.08552588,63.43201763,"barnefotball opprykksomfortjent remyrafotball sjampionslig ydmyk","no no no no no","1 1 1 1 1"
170,10.42480738,63.18429138,"autumn bartebyen bbcaq buglife bzzzzzzzzzzzzz colours eu fakkeltogmotpels firework food greengrass gunpowder idamaria inspiration jesus landscapesofnorway lanscapestyles_gf leaves lego lovemylife mamasboy midtnorge mommiesdaily mommyandme much no noah norge norway norway norwaynature norwegianautumn ntnulife obvs phdlife pondus princeharry r r4today road shucks sorrow stjernekamp stormbrian switcheroo tegneserienbestis tftd thai thestoryofdiana trdby trondheim trondheim trondheimsfjorden twitter visitnorway william without","en no en en en en en no en en en en no en en en en en en en en no en en en en no no en no en en en en en no en en en no en en no en en no en en en no en no no en en en en","3 1 4 1 1 1 1 1 1 1 1 2 1 1 1 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1"
171,8.179893833,59.21977217,NA,NA,NA
172,28.0535205,70.7719175,NA,NA,NA
173,9.632684375,61.5588875,NA,NA,NA
174,13.15160388,65.90009188,"nrkstjernekamp nrkstjernekamp nrkstjernekamp nrkstjernekamp stjernekamp stjernekamp stjernekamp stjernekamp","da no pt tl da no pt tl","1 4 1 1 1 4 1 1"
175,6.586642167,60.995027,NA,NA,NA
176,12.5915505,64.362894,"askniall catalonia catalonia catalonia catalonia catalonia catalonia catalonia dax18 dax18 dax18 debatten debatten drm24 drm24 drm24 drm24 drm24 earth earth earth elbil flicker flicker flicker flicker flicker flicker heleneharepus lederforendag lederforendag lindmo lindmo mcfc mcfc mcfc ndctechtown ndctechtown ndctechtown nrkdebatt nrkdebatt nrkdebatt nrkdebatt nrkstjernekamp nrkstjernekamp nufc stjernekamp stjernekamp stjernekamp traveltips traveltips trndnl trndnl trndnl trndnl trndnl trndnl trndnl trndnl unitedno unitedno unitedno unitedno unitedno usgp usgp webdagene","no da de en et nl no sv da no sv da no da de en nl no en nl no en da en et nl no sv en en no en no en nl no da en no da en nl no en ro en en no ro da en da de en et nl no ro sv da de en nl no en no no","29 2 2 17 1 1 8 1 4 21 1 4 10 6 2 7 5 10 6 2 2 1 2 4 1 3 4 1 1 1 2 1 2 8 1 1 3 2 16 1 7 5 23 1 2 3 1 2 6 3 5 12 4 44 2 6 62 8 1 6 3 5 5 3 2 1 12"
177,15.7944275,67.9007575,NA,NA,NA
178,23.4540525,70.71506,NA,NA,NA
179,21.99230267,70.21864067,NA,NA,NA
180,14.04672075,65.7554465,NA,NA,NA
181,8.9704325,62.97040288,NA,NA,NA
182,11.50597225,62.70451388,NA,NA,NA
183,6.716531,61.90948775,NA,NA,NA
184,10.269373,60.30478875,NA,NA,NA
185,20.78313725,69.7619775,NA,NA,NA
186,25.2245295,69.3919555,NA,NA,NA
187,19.4372165,70.0712295,NA,NA,NA
188,23.6932005,69.133799,NA,NA,NA
189,21.4587395,69.5253265,NA,NA,NA
190,24.122824,70.4216605,"auroraborealis canonsyksy finnmark kvalsund visitnorway","lt lt lt lt lt","1 1 1 1 1"
191,26.8279485,70.557405,NA,NA,NA
192,7.112826,61.254018,"sykekvinner","no","2"
193,12.8436005,66.5719405,NA,NA,NA
194,18.091231,69.24669875,"lufc mot rossfjord senja wafll","en en no no en","1 1 1 1 1"
195,8.684960833,61.86898283,NA,NA,NA
196,13.64794775,64.6183455,NA,NA,NA
197,12.165733,66.5034405,NA,NA,NA
198,20.24822425,69.48675325,NA,NA,NA
199,24.5565965,70.8911325,NA,NA,NA
200,11.8680685,63.76200117,"3div 3div pg pgs sprintcoach trønderball trønderball","de no no no no de no","1 1 1 1 1 1 1"
201,5.930594,60.880009,NA,NA,NA
202,13.072472,64.8102355,NA,NA,NA
203,17.6043605,68.2881045,"autumn beautiful beautifulnorway beauty brightyellow fall ilovenorway mittnorge nature norwegiannature pine pinetree yellow","en en en en en en en en en en en en en","1 2 1 1 1 1 1 1 1 1 1 1 1"
204,28.8300235,70.1276895,NA,NA,NA
205,7.9495575,62.51923925,NA,NA,NA
206,7.424698,62.251269,NA,NA,NA
207,25.866121,70.9266075,"honningsvåg northcape norway skarsvåg","no no no no","1 1 1 1"
208,6.610902833,59.73058483,NA,NA,NA
209,11.915479,64.4805795,NA,NA,NA
210,25.0311745,70.2429465,NA,NA,NA
211,12.2054395,67.502487,NA,NA,NA
212,10.9298395,61.694063,NA,NA,NA
213,29.727145,69.504585,NA,NA,NA
214,7.966991,61.9342395,NA,NA,NA
215,15.113155,67.8596805,NA,NA,NA
216,27.5006895,70.2834565,NA,NA,NA
217,16.949149,69.30834,"city houses landscape mountains nature outdoor sea wild wilderness","da da da da da da da da da","1 1 1 1 1 1 1 1 1"
218,18.9258115,69.7104015,"animal arctic bcfc bird feathers foe gender humanrights instagood instagram instamood kro lagopede landscape ler liberandus nature outdoor photostreet religiousfreedom snowsnowsnow spidergawd tromsø trønderrock vsco vscogrid whitegold wild wildlife winteriscoming","en en en en en en en en es es es en en en no en en en es en en no en no es es en en en en","1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1"
219,12.303966,61.3563735,NA,NA,NA
220,16.5041435,67.9698075,NA,NA,NA
221,8.447449,61.1926085,NA,NA,NA
222,30.6460575,70.326849,NA,NA,NA
223,11.732621,65.743596,NA,NA,NA
224,13.756594,68.198278,NA,NA,NA
225,7.7103635,59.807207,"follow instagood love selfie","en en en en","1 1 1 1"
226,25.679592,62.39866394,"äänekoski ailiikonen alkuperä antropologia autumn beets biolaitos biotalous biotuotetehdas camouflage ensilumi finland forests gallup hiutale hokki hunting hygge joke jypb jypliiga jyväskylä keskisuomi kokoomus ksml lähiruoka lakes lambo lätkä laukaanesso lentopallo levynjulkkari liiga maali mestaruusliiga metsä metsäfibre metsägroup millonriittää october2017 omistajajäsen pelipäivä petäjävesi peurunkaralli peurunkaralli peurunkaralli piirräminut pike poppari posse puppylove puu puunhankinta rallimakkara rallyfinland rautaliiga sauna saunaexperience saunafromfinland sertifionti sisäsuomenlehti skodar5 slavko syrjäläntila talvi tänään teknologia tekoäly teollisuus toocutetobetrue tsiigaaliigaa tubettajat tulevaisuus turhauttaa työpaikka valioakatemia valkola valkola vastuullisuus windowgarden winter winteriscoming yleisurheilu zäki","fi fi fi fi fi en fi fi fi en und fi en fi und fi fi en en fi fi fi fi fi fi fi en en fi und fi fi fi fi fi fi fi fi fi fi fi fi fi en fi und fi en fi fi en fi fi und en fi en en en fi fi fi en fi fi fi fi fi fi en fi fi fi fi fi fi en fi fi fi fi fi fi fi","2 1 1 1 1 1 1 2 7 1 1 1 1 1 1 2 1 1 1 2 2 4 1 1 1 1 1 1 1 1 2 1 1 1 1 3 1 1 1 2 1 1 1 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 2 2 2 1 1 1 1 2 1"
227,23.90383,62.71033986,"autumn finland listesaari näyt nukke rautavuolle vauva virrat","et et et fi fi et fi et","1 1 1 1 1 1 1 1"
228,22.48217879,60.71956047,"5kannattajabussia åbo åbo afterthegame allwaysinmyheart amreading anyone aurajoki autumn autumn beautiful bileet bilistä bretagnenbasset brokenwings cama colours d13 digihum diginatiivit divari dota2 dota2fi ell endomondo endorphins esm esports esportsfi esportsfi evening explanation fall fctps fctps feat finland finland finnishchampionships fitbit fitbitlife footballday footballfriday gatoradecenter giagantic gogo grailquest grailquest grailquest grailquestfi hctps herringmarket historicalresearch hitu2017 hockey hockeylife honkaaway honkatps honkatps hreds hredsdota2 huikea hurrikaani hyvinvointi ice jalkapallo jasonderlatka jokerit kaarina kaunispäivä khlfi kissa kissatwiitti ksc2017 kuura lähimetsän lanparty lauantaiaamu lauantaikivaa leaves lentopallo linnateatteri luonto luontoturussa luottopäätös maakunnat maatalous maple matkailu mestaruusliiga mestis mikaforss moderntalkingreloaded moderntalkingreloaded mrmister mtvposse mycat nautinsuuresti newspapers nhl18 nhlgamer no nocando nousujunapuksuttaa of okändsoldat pankki parasjengi pavement pelipäivä raha ravit ravit referee refereelife rime rock rollerblade rollerskates rollerskating saimaa saintsfc salibandy sarahruhl saturdayfun saturdaymorning savo seasonisover selanne semifinal sennheiser silakkamarkkinat snooker snooker sobeautiful souwba suomalainenmaatalouskauppa suorayhteys svenskayle syksy syksyinen syysloma thismorning tkomv tkomv tree tuntematon2017 turku turku turku turku turkutyöllärakentuu turnaus turunpalloseura tutkimus tutohockey työkaverit työllisyys urheilujuhlaa valioliiga valioliiga vastuullisuus veikkausliiga veikkausliiga venus viikonloppua visitfinland weatherwitch winteriscoming wonderfulmemories workout ykkönen ykkönen yle yolo ystävät","fi fi sv und und en und fi en fi fi fi fi fi fi und fi fi en fi fi und en fi en en en en en fi und und fi fi sv fi fi sv en und und fi fi fi und en en fi und fi sv is en en und und fi et fi en en fi fi fi und fi fi fi eu fi fi et et und fi fi fi fi und en fi fi eu fi fi fi fi en fi fi fi et de sl fi und et fi en en en und und fi und sv fi fi und fi fi et fi und und fi und und und und fi fr fi en und fi fi und fi en fi is fi und fi fi fi fi sv fi fi fi und fi und fi sv de fi sl und fi und sv fi fi fi fi und fi fr fi fi und de fi fi und und und und et fi sv en fi","1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 2 1 2 2 3 1 4 1 2 1 1 8 1 1 1 1 2 1 1 1 1 1 1 1 3 2 1 1 1 1 1 2 1 1 1 1 5 3 3 1 1 1 1 1 1 22 1 1 22 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 4 3 1 1 1 1 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 2 1 6 1 1 1 1 1 1 3 1 1 1 2 1 1 3 1 1 1 1 1 1 1 1 1 10 1 1 1"
229,23.57497262,61.11073226,"aikatouhua akaa älyhoi eivoittoa elisaviihde endomondo endorphins espoo finland haluatkomiljonääriksi harrastus hctps heavymetal hedgehog hedgehogs hu ilves inktober inktober2017 logiikka lovesong nokia parastajustnyt parisuhdeaikaa partio pitkäveto posse possepursuit priceless ruutu siili suomi swans tampere tasa tremiekkari ultrarunning vaarojenmaraton veikkausliiga ykkönen yleisurheilu","fi fi fi fi fi en en fi fi fi fi fi en en en fi fi en en fi en en fi fi fi fi fi fi fi fi en fi fi fi fi fi fi fi fi fi fi","1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 2 1"
230,23.92609375,63.76035713,NA,NA,NA
